Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Ram_GB,Memory,Gpu,OpSys,Weight_kg,CPU_GHz,ScreenWidth_px,ScreenHeight_px,Touchscreen,IPS,CPU_Brand,GPU_Brand,Price
Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics,Windows 10,1.36,2.5,1920,1080,1,0,Intel,Intel,78438.816
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,Nvidia GeForce 920MX,No OS,2.2,2.7,1920,1080,0,0,Intel,Nvidia,36496.8
Dell,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4GB,4.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,2.0,1600,900,0,0,Intel,AMD,35111.52
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,1.6,1366,768,0,0,Intel,Intel,18594.72
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,8.0,8GB SSD,Nvidia Quadro M1000M,Windows 10,2.0,2.7,1920,1080,0,1,Intel,Nvidia,119826.72
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2.8,1920,1080,0,0,Intel,Intel,94572.0
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.2,2.3,1920,1080,0,0,Intel,Intel,77788.8
Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,8.0,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,1.2,1920,1080,0,0,Intel,Intel,61751.52
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,2.6,1920,1080,0,1,Intel,Intel,79333.3872
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,2.8,3840,2160,0,1,Intel,Nvidia,168045.12
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,8.0,256GB SSD,Intel HD Graphics 615,Windows 10,1.24,1.2,1920,1080,1,0,Intel,Intel,101178.72
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,256GB SSD,Intel HD Graphics 505,Windows 10,1.45,1.1,1366,768,1,0,Intel,Intel,41292.0
Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.3,2.5,3200,1800,0,0,Intel,Intel,67559.04
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,1.6,1366,768,1,1,Intel,Intel,20725.92
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2.4,1920,1080,0,0,Intel,Intel,81784.8
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2.6,1920,1080,0,1,Intel,Intel,93772.8
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,12.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,2.5,1920,1080,0,0,Intel,Nvidia,53759.52
Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,2.7,1920,1080,1,0,Intel,Intel,95371.2
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8GB,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,2.5,1366,768,0,0,Intel,Nvidia,45101.52
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M430,Linux,2.25,2.0,1366,768,0,0,Intel,AMD,24808.2336
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,2.5,1366,768,0,0,Intel,Intel,43956.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,2.4,1920,1080,0,0,Intel,Intel,36496.8
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,32.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,1920,1080,0,1,Intel,Nvidia,167778.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,6.0,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,2.5,1920,1080,0,0,Intel,Nvidia,37029.6
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,16.0,512GB SSD,Intel HD Graphics 615,Windows 10,1.22,1.3,3200,1800,1,0,Intel,Intel,101178.72
Dell,Ultrabook,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,2.6,2560,1440,1,0,Intel,Intel,104587.5744
Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,32.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.6,1920,1080,0,0,Intel,Nvidia,149184.0
Toshiba,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.95,2.3,1920,1080,0,0,Intel,Intel,62870.4
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,2.8,1920,1080,0,0,Intel,Nvidia,109218.672
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,2.7,1920,1080,0,1,Intel,Nvidia,52161.12
Lenovo,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,508GB Hybrid,Intel HD Graphics 520,Windows 7,1.7,2.3,1366,768,0,0,Intel,Intel,53386.56
Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,2.7,3840,2160,1,0,Intel,Nvidia,95850.72
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,2.8,1920,1080,0,0,Intel,Nvidia,93186.72
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,12.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.19,2.7,1920,1080,1,1,Intel,Intel,69210.72
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 7,1.2,2.3,1920,1080,0,0,Intel,Intel,63669.6
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,6.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,3.6,1920,1080,0,0,AMD,AMD,29250.72
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,2.3,1366,768,0,0,Intel,Intel,34578.72
Toshiba,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.75,2.3,1366,768,0,0,Intel,Intel,48751.2
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25,2.5,1366,768,0,0,Intel,AMD,31914.72
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,2.5,1920,1080,0,0,Intel,Intel,42943.68
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5,2.8,1920,1080,0,1,Intel,Nvidia,63349.92
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,2.7,1366,768,0,0,Intel,AMD,39906.72
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6,2.5,1920,1080,0,0,Intel,Intel,59620.32
HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8GB,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,1.2,1920,1080,0,0,Intel,Intel,101658.24
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,2.0,1920,1080,0,0,Intel,AMD,26586.72
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,128GB SSD,Intel HD Graphics 500,No OS,1.9,1.1,1366,768,0,0,Intel,Intel,14418.6336
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,2.3,1920,1080,0,0,Intel,Intel,71874.72
Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,2.5,3200,1800,0,0,Intel,Intel,61272.0
HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,2.7,1920,1080,1,1,Intel,Intel,71874.72
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,500GB HDD,Intel HD Graphics 505,Windows 10,2.4,1.1,1366,768,0,0,Intel,Intel,20246.4
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.8,1920,1080,0,0,Intel,Nvidia,95850.72
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.48,2.7,1920,1080,0,0,Intel,Intel,111301.92
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,2.8,1920,1080,0,1,Intel,Nvidia,67132.8
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,2.5,1920,1080,0,1,Intel,Intel,63349.92
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,2.4,1366,768,0,0,Intel,Intel,29144.16
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,2.5,1366,768,0,0,Intel,Intel,41505.12
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.2,2.3,1920,1080,0,0,Intel,Intel,63669.6
HP,Notebook,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4GB,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,2.4,1366,768,0,0,Intel,Intel,58607.4672
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,2.5,1920,1080,0,0,Intel,Intel,64202.4
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,2.6,1920,1080,0,0,Intel,Intel,77202.72
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,2.5,1920,1080,0,0,Intel,Nvidia,55904.5728
HP,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,2.4,1366,768,0,0,Intel,Intel,36443.52
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65,2.5,1920,1080,0,0,Intel,Nvidia,50562.72
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.26,2.5,1920,1080,0,0,Intel,Intel,81997.92
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,2.5,1920,1080,0,0,Intel,Intel,84715.2
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.54,2.5,1920,1080,0,0,Intel,Intel,100550.5488
HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.49,2.4,1366,768,0,0,Intel,Intel,42624.0
Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,2.3,1366,768,0,0,Intel,Intel,64468.8
HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,2.4,1366,768,0,0,Intel,Intel,41025.0672
Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,16.0,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4,2.7,3840,2160,0,1,Intel,Nvidia,158135.04
Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,2.3,1920,1080,0,1,Intel,Intel,79387.2
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,2.5,1920,1080,0,0,Intel,Intel,118761.12
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,4.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.08,2.3,1920,1080,1,1,Intel,Intel,42410.3472
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2.3,1920,1080,0,0,Intel,Intel,84715.2
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,2.5,1920,1080,0,1,Intel,Intel,61218.72
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,2.7,1920,1080,0,0,Intel,Nvidia,63159.7104
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,8.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.09,2.4,1920,1080,0,0,Intel,Intel,55754.3232
HP,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,2.5,1366,768,0,0,Intel,Intel,83063.52
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.31,2.5,1366,768,0,0,Intel,Intel,63349.92
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.95,2.5,1366,768,0,0,Intel,Intel,56476.8
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2.5,3200,1800,1,0,Intel,Intel,86526.72
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,2.5,1920,1080,0,0,Intel,Nvidia,57542.4
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,2.5,1366,768,0,0,Intel,Intel,51841.44
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6GB,6.0,1TB HDD,AMD Radeon R5,Windows 10,2.1,3.0,1366,768,0,0,AMD,AMD,21791.52
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,2.8,1920,1080,0,0,Intel,Nvidia,63499.104
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.95,2.3,1920,1080,0,0,Intel,Intel,63669.6
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,2.5,1920,1080,0,0,Intel,Intel,65480.5872
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,2.5,1920,1080,0,0,Intel,Intel,71874.72
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,2.5,1366,768,0,0,Intel,Intel,39533.76
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,2.6,1920,1080,0,1,Intel,Intel,91908.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,2.09,2.4,1920,1080,0,0,Intel,Intel,56633.976
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,2.5,1920,1080,0,0,Intel,Intel,53839.9728
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,2.5,1920,1080,1,1,Intel,Intel,45128.16
Vero,Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2GB,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45,1.44,1366,768,0,0,Intel,Intel,11231.424
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,16.0,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,2.5,1920,1080,0,1,Intel,Nvidia,75924.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,2.3,1920,1080,0,0,Intel,Intel,55922.688
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.54,2.3,1920,1080,0,0,Intel,Intel,53280.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,8.0,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84,2.4,1920,1080,0,0,Intel,Intel,112065.9552
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,2.3,1920,1080,0,0,Intel,Intel,78268.32
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78,2.7,1920,1080,0,1,Intel,Nvidia,82351.6992
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6,2.6,1920,1080,0,1,Intel,Nvidia,122010.6672
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,1.6,1366,768,0,0,Intel,Intel,15339.312
Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,16.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.1,2.6,2560,1440,0,1,Intel,Intel,139593.6
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91,2.7,1920,1080,0,1,Intel,Nvidia,52161.12
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,2.7,1920,1080,1,1,Intel,Intel,58288.32
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,2.5,1366,768,0,0,Intel,Intel,52161.12
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,16.0,1TB SSD,Intel HD Graphics 620,Windows 10,1.2,2.7,3200,1800,1,0,Intel,Intel,120093.12
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,2.3,1366,768,0,0,Intel,Intel,37570.392
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,No OS,1.96,2.5,1366,768,0,0,Intel,Intel,26586.72
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8GB,8.0,1TB HDD,AMD Radeon R5,Windows 10,2.4,2.2,1366,768,0,0,AMD,AMD,23922.72
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,12.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,2.7,1920,1080,1,1,Intel,Intel,69210.72
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94,2.6,1920,1080,0,0,Intel,Nvidia,96916.32
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,1TB HDD,Nvidia GeForce GTX 965M,No OS,4.0,2.6,1920,1080,0,1,Intel,Nvidia,53173.44
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,1TB HDD,Intel HD Graphics,Windows 10,2.25,2.5,1920,1080,0,0,Intel,Intel,29783.52
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32,2.7,1920,1080,0,0,Intel,AMD,52746.6672
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,2.6,1920,1080,0,0,Intel,Nvidia,102777.12
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2.7,1920,1080,0,0,Intel,Intel,77682.24
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,64.0,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58,2.7,1920,1080,0,1,Intel,Nvidia,211788.0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.62,2.5,1920,1080,1,0,Intel,Intel,42517.9728
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21,2.6,3840,2160,0,0,Intel,Nvidia,70809.12
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,8.0,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,1.1,2304,1440,0,1,Intel,Intel,69264.0
Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.06,2.3,1366,768,0,0,Intel,Intel,25679.8944
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,2.3,1366,768,0,0,Intel,Intel,63882.72
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,2.3,1920,1080,0,0,Intel,Intel,63882.72
